publisher_id,bgg_id,name_en,description,country_code
pub_4281,4281,SPM: Syarikat Permainan Malaysia,"<p>&quot;It is estimated that approximately 12 million Malaysians have played a SPM game at least once in their lifetime. Founded in 1976 by Perak-born inventor Ting Sie Bing, <strong>SPM Syarikat Per",
pub_2142,2142,Square Root Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_23462,23462,Starbucks Coffee Company,"<p>Starbucks has published several games under their imprint, including the Coffeehouse Games collection</p>",
pub_58324,58324,Toy Place,<p>Toy Place is a M&uuml;ller Handels GmbH &amp; Co. KG own brand for inexpensive toys and games.</p>,
pub_5522,5522,CSE Games,"<p><strong>CSE Games</strong> is a developer, publisher and distributor of board games, card games and other entertainment products. CSE Games is an official licensee of the National Hockey League and",
pub_450,450,Salagames,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_24464,24464,Buchclub,"<p>Ravensburger (and other publishers) used to licence their games, especially compilations, to a big distributor, that has its own distribution channels. Mostly, their products are available for memb",
pub_16706,16706,Castle Books,<p>Publisher of &quot;A Gamut of Games&quot; hardback book by game designer Sid Sackson.</p>,
pub_5855,5855,dtv (Deutscher Taschenbuch Verlag),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_915,915,Pantheon Books,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7474,7474,RBA Libros S.A.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3626,3626,"Basic Fun, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5131,5131,"Coach House Games, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_564,564,"Jax, Ltd.",<p>Founded in 1980 in the Twin Cities.</p>,
pub_16769,16769,Starz Entertainment,"<p>website: <a rel=""nofollow"" href=""http://www.starz.com/"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.starz.com/</a></p>",
pub_464,464,"White Wolf Publishing, Inc.","<p><strong>White Wolf Publishing, Inc.</strong> is a publishing company dedicated to redefining the art of storytelling. Since its birth in 1991, White Wolf has consistently stretched the boundaries o",
pub_18644,18644,Dondorf,<p>Founded by Bernhard Dondorf (1809 - 1902). Primarily publishers of traditional playing cards</p>,
pub_1421,1421,Whittlecraft,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11722,11722,Creative Mountain Games,"<p>Founded in 2001, Creative Mountain Games began by publishing materials under the Open Game License (OGL) and the d20 System License to supplement tabletop roleplaying games, mostly for 3.XE Dungeon",
pub_527,527,"TDC Games, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_25069,25069,Meeples Cafe,"<p>MEEPLES &ndash; EUROPEAN BOARDGAME CAFE &ndash; DELIVERING FUN!</p> <p>Meeples Cafe publishes a localized edition of 'Saboteur' card game in Malaysia, as well as distributing over 1600 different ga",
pub_5095,5095,Hobby Base,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_420,420,Discovery Toys,"<p>To obtain missing rules etc., email them at: contact@discoverytoys.net or call them at 1-800-341-8697</p>",
pub_8070,8070,Adam Opel AG,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_42785,42785,Disney Theme Park Merchandise,<p>From back of Sabacc box (Star Wars: Galaxy's Edge edition)</p>,
pub_58991,58991,EastPoint,<p>Our talented and creative team is unmatched in their experience and pride. Our innovative approach to all aspects of our business enables us to provide products that are enjoyable for our consumers,
pub_23126,23126,ESC-Toy Ltd,<p>European publisher</p>,
pub_9419,9419,Goldmerk,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_35890,35890,Hayes Specialties Corporation (HSC),"<p>Hayes Specialties Corporation was founded in 1967 by Jim and Judy Hayes as a small wholesale operation in a storefront in Saginaw, Michigan. The company can trace its roots to the 1930s when Eugene",
pub_39169,39169,Steel Squire,"<p>A new board game publisher started to create innovative board games.</p> <p><a rel=""nofollow"" href=""http://steelsquire.com/"" onclick=""window.open(this.href, '_blank'); return false;"">http://steelsq",
pub_21667,21667,EfcéFac,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4953,4953,Four Generations,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_55599,55599,Henning Bang,<p>Publisher of a few Con-Tac-Tix editions.</p>,
pub_52939,52939,American Express,<p>The well-known credit card corporation has published a promotional Backgammon set of de luxe quality and with multilingual rules.</p>,
pub_662,662,Arrow Games Ltd,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1531,1531,Bütehorn Spiele (Buchholz Verlag),<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_30405,30405,Classic Toys,<p>Do site:</p> <p>Criada em 2004 a marca Classictoys &eacute; especializada em brinquedos e jogos did&aacute;ticos em madeira de alta qualidade a pre&ccedil;os acess&iacute;veis.</p> <p>Atendendo &ag,
pub_2701,2701,Croner,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_130,130,Gamut of Games,"<p>&quot;Gamut of Games&quot; was a division of Reiss Associates Inc. {later known as <a href=""/boardgamepublisher/945/reiss-games"" >Reiss Games</a>}, according to the book &quot;A Player's Guide to T",
pub_21209,21209,Gold Medal,"<p>Supplier of cooking products, in particular, their range of flour.</p>",
pub_6338,6338,IRWIN Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_16880,16880,M Petrushkin,"<p>Maker of traditional games, like chess or backgammon sets</p>",
pub_24140,24140,Marlboro,<p>Famous brand of cigarettes.</p>,
pub_3229,3229,Matsui Gaming Machine,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_23954,23954,Maxco,<p>game publisher</p>,
pub_2469,2469,HiKu Spiele,"<p>From a private communication from Peer Sylvester, May 2016.</p> <p>HiKu stands for Hiegemann &amp; Kumperna&szlig;, the two founders. They concentrated on games made out of leatherpouches. It was a",
pub_11248,11248,M. Hornauer Verlag,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5037,5037,Steidl Verlag,"<p>1974 Schlender aquired rights for 6 games from Steidl Verlag (founded 1968), also located in G&ouml;ttingen: EL CID, LHASA, NAVAJO, SHINGA and SULAHAI together with a compendium of games ==&gt; KAB",
pub_4555,4555,Stiftung Oldenburger Wall e.V.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_12859,12859,Trivselspel,<p>publisher</p>,
pub_10969,10969,anekona hawaii,<p>Hawaii-based publisher of the Hawaiian checker game known as Konane.</p>,
pub_5970,5970,Kumu-Lipo,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4092,4092,Citadel UK,"<p>The miniature arm of <a href=""/boardgamepublisher/26/games-workshop-ltd"" >Games Workshop Ltd</a>.</p> <p>Publishers of the <a class="""" href=""/wiki/page/Citadel_Journal#"">Citadel Journal</a>.</p>",
pub_2594,2594,Bartl,<p>Bartl GmbH is a medium-sized enterprise in Upper Bavaria that was founded in 1974 and specialized on production and distribution of products made out of natural materials. With our products we serv,
pub_2632,2632,Chateau,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7855,7855,Ginger Fox Ltd.,"<p>[From their website, <a rel=""nofollow"" href=""https://uk.gingerfox.co.uk"" onclick=""window.open(this.href, '_blank'); return false;"">https://uk.gingerfox.co.uk</a>, the about-us page]</p> <p>WELCOME ",
pub_8451,8451,"James Industries, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21375,21375,John Dewar & Sons Ltd,<p>Scottish distillers. Made at least one promotional game.</p>,
pub_22755,22755,Kikkado Design,<p>Kikkado Design has published version of Mikado</p>,
pub_16698,16698,Plaza Mfg. Co.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_50864,50864,Printworks,<p>&quot;We founded PRINTWORKS with the simple ambition of creating functional everyday products with a new aesthetic twist to make them better suited for our modern life. People of this time are stri,
pub_4700,4700,Steven Manuf. Co.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2791,2791,Sundry Products,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_11728,11728,Unikatoy,"<p>Slovanian publisher.</p> <p>Homepage: <a rel=""nofollow"" href=""http://www.unikatoy.si"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.unikatoy.si</a></p>",
pub_3724,3724,Viacom International,<p>Also known as &quot;Viacom: New Media&quot;</p>,
pub_5491,5491,WWF,"<p>The <strong>World Wide Fund for Nature (WWF)</strong> is an international non-governmental organization founded in 1961, that works in the field of wilderness preservation and the reduction of huma",
pub_28274,28274,Aquarius,"<p>Aquarius appears to be a small company publishing, with 9 games published as of October 2014 including, Bacon Road Trip, Batman Road Trip, Coca Cola Smarts, and Vampire Smarts.</p>",
pub_38244,38244,Bendon,"<p>From Cars to PAW Patrol to My Little Pony or Trolls, every child has a favorite character&ndash;or a hundred! Since 2001, as the country&rsquo;s leading producer of coloring and activity books, we&",
pub_553,553,Cadaco,"<p>It all began in 1935, when Donald Mazer, a sports enthusiast and game lover, and Charles Berlsheimer, a businessman and investor, teamed up to form their own game company. They called the company &",
pub_3815,3815,Carson-Dellosa Publishing,"<p>From Carson-Dellosa website (Oct 2012):<br /> &quot;Carson-Dellosa proudly provides teachers, parents, and children around the world with the best possible educational materials including interacti",
pub_7156,7156,Castle Classics,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_53054,53054,Chuckle & Roar,<p>Publisher of <em>Go Fish Launch</em>.</p>,
pub_38161,38161,Clarkson Potter,<p>An imprint of Penguin Random House LLC<br /> (from box back of Deal or Duel)</p>,
pub_6531,6531,eeBoo,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_354,354,Gabriel,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4657,4657,GeoLearning Corporation,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_16469,16469,Huntar Co,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6891,6891,Jaymar Specialty Co.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_31019,31019,King Features Syndicate,"<p>King Features Syndicate, Inc., a print syndication company owned by The Hearst Corporation, distributed and promoted many classic comic strips. They published games and toys relating to these comic",
pub_512,512,Kohner Bros.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1962,1962,Orchard Toys,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_5654,5654,Peaceable Kingdom,<p>Peaceable Kingdom creates award-winning games that inspire cooperation and cultivate kindness -- because kids who play well together play well in the world!</p>,
pub_25156,25156,Popular Playthings,"<p>There are few things in life that bring greater joy than watching a child play with a toy that captures their full attention and sparks their imagination!</p> <p>For over 20 years, Popular Playthin",
pub_2961,2961,Radica,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_664,664,RoseArt,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_498,498,Sesam,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_777,777,Simba Toys,<p><strong>Simba Toys</strong> is part of the <strong>Simba-Dickie-Group</strong>.</p>,
pub_3080,3080,Smethport Specialty Co.,"<p>From an <a href=""/image/2395337/"">image</a> of the game <a href=""/boardgame/172173/multiple-tic-tac-toe"" >Multiple Tic Tac Toe</a>'s package back:</p> <p>Smethport Specialty Co.<br /> Smethport, PA",
pub_16793,16793,StirlingFox,<p>Creators and distributors of active skill and sports toys and travel games.</p>,
pub_16845,16845,Tomland,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_18420,18420,DBC Company,"<p>From 3D Tic Tac Toe called &quot;Mini Score Four&quot; circa 1970.</p> <p>DBC Company<br /> Grand Rapids, Michigan</p> <hr /> <p>From:</p> <p>Catalog of Copyright Entries: Third Series<br /> Volume",
pub_18812,18812,Duplicon Company Inc,"<p>from first Qubic Board</p> <p>DUPLICON COMPANY INC<br /> Hopkinton, MASS. U. S. A.<br /> patent pending</p> <p>later granted patent 2,313,473 evidently for a 3x3x3 game, which would be a 1943 paten",
pub_7831,7831,Games & Gadgets Ent.,,
pub_4017,4017,"Nienstaedt & Co., Ltd., Hong Kong",<p>Nienstaedt is definitely the manufacturer of the <strong>Match 4</strong> games marketed under the brand name <strong>Hilco</strong> which are a version of <strong>Score Four</strong>. The instruct,
pub_8389,8389,Tviksta Spel,"<p><strong>Tviksta Spel</strong>, or the more correct name Tviksta Spelutveckling HB, is a small games company run by brothers Lars and Tomas &Ouml;berg. The company&rsquo;s initial stages developed m",
pub_1859,1859,Vic-Toy,<p>A division of Invicta Plastics Ltd.</p>,
pub_34218,34218,JuegosdeMesa.com.ar,"<p><a rel=""nofollow"" href=""https://juegosdemesa.com.ar/"" onclick=""window.open(this.href, '_blank'); return false;"">JuegosdeMesa.com.ar</a> is an Argentinian publisher of modern board games for both ad",
pub_1349,1349,Briarpatch,"<p>From the company's original website:</p> <p>&quot;Briarpatch has been an innovator in the development of games and puzzles for children of all ages since its inception in 1992. Its founders, a husb",
pub_17829,17829,Childswork Childsplay,"<p>Childswork Childsplay produces and sells products to address the behavioural, social and emotional needs of teens and children. Many board and card games are included amongst their products.<br /> ",
pub_4352,4352,Creative Child Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4152,4152,Disney/Pixar,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_61183,61183,Dragonsteel,"<p>Brandon Sanderson's Dragonsteel Books sells specialty books, art prints, apparel, and swag from the Stormlight Archive, Mistborn, the Cytoverse, and more.</p>",
pub_54233,54233,Hespuhúsið,<p>Icelandic publisher</p>,
pub_24055,24055,Inkstone Design,<p>User Summary:</p> <p>Inkstone Design specializes in the creation of custom playing cards and traditional card game derivatives.</p>,
pub_16041,16041,JA-RU Inc.,"<p>A producer of cheap toys and versions of public-domain games that are usually displayed as impulse purchases, or as they state on their website: &quot;JA-RU is the leading supplier of High-Impulse ",
pub_24029,24029,"Mel Mar Productions, Inc.","<p>A company based in Covington, Louisiana that promotes restaurants in the Southeast Louisiana region. Created Makin' Groceries in 1987.</p>",
pub_3289,3289,MGA Entertainment,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_31447,31447,Playmore Publishers,<p>Publisher of children's card games.</p>,
pub_13304,13304,"Simon Property Group, Inc.",<p>Simon Property Group operates retail shopping mall properties under the Simon Malls brand name. One of the features offered shoppers at some of their mall locations is a child care program called t,
pub_51712,51712,Spite House Studios,"<p>Publisher of <a href=""/boardgame/363645/how-to-lose-a-guy-in-one-dm"" >How to Lose a Guy in One DM</a>.</p>",
pub_27336,27336,Strottman International,"<p>From the website <br /> Strottman develops, engineers and manufactures hundreds of millions of custom products each year and delivers real value and peace of mind to our clients.</p>",
pub_3575,3575,Tree Toys,"<p>(From their website)</p> <p>Since 1987, Tree Toys has excelled in the delivery of innovative and entertaining products with integrity, superior play value and child developmental qualities to consu",
pub_17220,17220,Amuze,"<p><strong>User Summary</strong></p> <p>Videogame developers, known primarily for their work on the Headhunter series.</p>",
pub_8347,8347,Danawares,"<p>Site:<a rel=""nofollow"" href=""http://www.danawares.com"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.danawares.com</a></p>",
pub_57426,57426,Dedimi,<p>Board game publisher</p>,
pub_1828,1828,Falcon Games (I),<p>The UK-based Falcon Games is:</p> <p>Falcon Games Limited<br /> Hatfield<br /> Herts</p>,
pub_2032,2032,Feva (UK) Ltd.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_59341,59341,Forever Clever,<p>Toy novelty company producing licensed toys and games since 2013.</p>,
pub_32530,32530,Habano-Trisma S.A.,<p>It's an Argentinian publisher with a lot of easy to learn party games</p>,
pub_58940,58940,Just Play,"<p>Just Play stands for exactly that - we believe kids should just play. To support that vision, we develop toys that enable imaginative play, role play and endless storytelling play for all children.",
pub_9371,9371,Rite Lite Ltd.,"<p>manufacturer, importer and wholesaler of Judaica.</p>",
pub_46706,46706,Saenggak Plus Edu,<p>Publisher Blurb: We have been devoted and immersed in the subject of creativity and education for over a decade. We have experienced over ten years for proper education distribution. Based on that ,
pub_42653,42653,Sambro,<p><strong>User Summary</strong></p> <p>This board game publisher produced a Cars version of Trouble.</p>,
pub_26326,26326,ZagPlay,<p>publisher of Jelly Bean Farmers</p>,
pub_4746,4746,Stratagem Publications LTD,"<p>Games and magazine publisher.</p> <p>Former publisher of <a class="""" href=""/wiki/page/Wargames_Illustrated#"">Wargames Illustrated</a>.</p>",
pub_27434,27434,Cyningstan,"<p>UK publisher of traditional games, mostly in wood</p>",
pub_6091,6091,Falke,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_22761,22761,Historische Spiele Zander,"<p>Historische Spiele Zander is a small one-man-publisher. Dieter Zander sells hand-crafted historic games on various markets, like &quot;Cows and Leopards&quot; or old versions of &quot;Nine Men's Mo",
pub_55669,55669,The Stratford Games,"<p>From the box of a game, Alquerque, it lists the makers name and address</p>",
pub_16639,16639,Blue Terrier Press,<p>Book publishing company that recently issued a new version of Knizia's Dice Games Properly Explained.</p>,
pub_19293,19293,Convivium Publications,"<p>This English publisher, perhaps no longer active, produced a number of Reiner Knizia's games. For more information, see <a rel=""nofollow"" href=""http://www.convivium.org.uk"" onclick=""window.open(thi",
pub_57032,57032,Colossus Games,"<p>Colossus Games is a company that designs and develops high-quality and long board games. Founded in 2024 by long time friends and cousins <a href=""/boardgamedesigner/85691/flo-de-haan"" >Flo de Haan",
pub_29189,29189,Beoplast,<p>Beoplast deals with releasing board games more than 20 years. An important segment is production of plastic figurines and dices. The company is based in Belgrade (Serbia).</p>,
pub_1992,1992,E. E. Fairchild Corporation,"<p>Summary from user &quot;jackmitch&quot;</p> <p>This business began as Alderman-Fairchild Company based in Rochester, NY, a manufacturer of cardboard boxes for hats, dresses, candy, shoes, suits, et",
pub_10933,10933,EX-IMP Kft.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_29102,29102,Graphic Studio Forsage,"<p>Graphic studio Forsage is publisher of board games in Belgrade. Founded by Predrag Lazovic, game designer.</p>",
pub_26302,26302,Graphische Kunstanstalt Robert Maiwald,"<p>Robert Maiwald, Neukirch-Lausitz<br /> GDR</p>",
pub_3548,3548,Der Grüne Punkt,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_50025,50025,Guinness Exports Ltd,<p>The Guinness Company produced at least one advertising board game based on the game of Ludo</p>,
pub_6442,6442,Hamleys,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2659,2659,Hugo Gräfe Verlag,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3945,3945,"IPC Magazines, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3547,3547,Leonardo,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_52832,52832,May Fortis ApS,"<p>Looks like May Fortis ApS was a wholesale company and as such also producing I would say giveaways as the game I own is not high quality.</p> <p>The company dissolved on 25th of June 2019, so no mo",
pub_6660,6660,Creative Playthings,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1192,1192,Hallmark Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_3106,3106,Rocket Toys and Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_18870,18870,Verlag Volk und Bild,<p>Verlag Volk und Bild<br /> Stephanstr. 8<br /> Leipzig<br /> GDR</p>,
pub_7639,7639,Candlewick Press,"<p>From website:</p> <p>In 1992, Candlewick Press opened its doors as an independent children's publisher, and we remain an independent publisher today. As part of Walker Books Group, Candlewick Press",
pub_24576,24576,Hawthorn Games,"<p>Founded by Wesley Connally. Hawthorn Games' contact information on The Game Crafter, where their games may be purchased, is given as wes@cwc.edu</p>",
pub_47478,47478,Jogos da Terra,<p>Publisher Jogos da Terra</p>,
pub_2587,2587,The Kirk Game Company Inc,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21868,21868,"Libourne Design, Inc.",<p>Details regarding this company are unknown. This name is found on the instruction sheet and playing board for the game JAM! copyright 1978.</p>,
pub_45970,45970,Mazeology,"<p>Established in January 2007 by Elizabeth Carpenter, Mazeology LLP is a small, family-run business that designs and produces original games, toys, stationary items, and maze books for the 6 to 12 ye",
pub_39709,39709,Rationella Media,"<p><a rel=""nofollow"" href=""http://www.rationellamedia.se/"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.rationellamedia.se/</a></p>",
pub_4277,4277,"Recycled Paper Products, Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4632,4632,ROMBOL,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6330,6330,Longman Publishers,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7201,7201,A. N. Myers & Co,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_6226,6226,F. H. Ayres,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_8846,8846,Halma Co.,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1293,1293,Information Erdgas,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_49427,49427,M. Klein & Co. GmbH,<p>Publisher of a Halma version</p>,
pub_1822,1822,Playtime Games,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_17398,17398,Royal Series,"<p>Published some games such as The game of Halma.<br /> <a rel=""nofollow"" href=""http://www.gamesboard.org.uk/cgi-pub/gardpub.cgi?table=makers&amp;pk=1804&amp;command=view"" onclick=""window.open(this.h",
pub_4274,4274,Si-Si-Spiele,"<p>Si-Si stands for Siebo Siebels in Niedersedlitz (close to Dresden); founded ~beginning WWII company was active until mid 1960s. Later on a few ones were published again by <a href=""/boardgamepublis",
pub_2746,2746,Wild Horse,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_7387,7387,"WOSI ""Wspólna Sprawa""",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_2620,2620,Bell,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_23482,23482,Boy's Own Paper,"<p>A hugely popular weekly comic for children from 1879 to 1967. Primarily aimed at young boys, on release it was a sensation in Victorian Britain.</p>",
pub_31010,31010,Co Ma,"<p>Publisher of the Yogo Puzzle, a Solitaire variant.</p>",
pub_10489,10489,Lubbers & Bell Mfg Co,"<p>1920s<br /> 721 Second Ave., Clinton, Iowa</p> <hr /> <p>In August 1912, J. Albert Lubbers formed a partnership with C.L. Bell and they purchased the business of the Clair Munson company and organi",
pub_49478,49478,Montana,<p>Publisher of &quot;Solit&auml;r&quot;</p>,
pub_4291,4291,New Entertainment Ltd,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_26662,26662,Parris Manufacturing Company,"<p>Parris Manufacturing Company (Savannah, TN)</p> <p>Primary focus is on wooden toys, especially toy guns, but have created a number of educational and functional games over the years.</p>",
pub_5646,5646,Pentangle,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_48859,48859,relo,<p>publisher of solitaire version &quot;Wer springt am besten?&quot;</p>,
pub_1061,1061,Ruibal Hermanos S.A.,<p><em>Ra&uacute;l and Luis Ruibal join their workshops of turning and saddlery making a handmade leather goblet. Our company has its origins that has been in the national toy industry for more than 4,
pub_9927,9927,Russimco Games,<p>Russimco is a maker of traditional wooden games and toys.</p>,
pub_23580,23580,S.A. Derwik,"<p>game publisher<br /> Yonkers, NY</p>",
pub_24212,24212,Sterling Innovation,"<p>Sterling Innovation is a subsidiary of Sterling Publishing Co., a wholly owned subsidiary of Barnes &amp; Noble. (<a rel=""nofollow"" href=""https://en.wikipedia.org/wiki/Sterling_Publishing"" onclick=",
pub_6088,6088,Super Accord,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_1177,1177,Tryne,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_34476,34476,AA Lúdica,"<p>Argentinian publisher.</p> <hr /> <p>AA stands for &quot;<em>Amanecer Asi&aacute;tico</em>&quot; (&quot;<em>Asian Dawn&quot;</em>), name of the designers' game group, and based on a famous scene of",
pub_2182,2182,Anton Publications,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_21391,21391,Bacardi Limited,<p>Maker of Bacardi since the 19th century.</p>,
pub_45886,45886,Bag of Bonz,<p>BAG OF BONZ primarily manufactures/wholesales products in the following categories:</p> <p>Novelties<br /> Games-Board<br /> Gifts</p> <p>1680 E. Alder Walla Walla WA 99362<br /> Tel: 509-522-1484<,
pub_6369,6369,"Bananagrams, Inc.","<p>Bananagrams is a race between players making their own Scrabble-type matrix. Each player starts with the same number of letters, and when those are all used up, says &quot;Peel&quot;, whereupon eac",
pub_33442,33442,CGGames,<p><strong>User Summary</strong></p> <p>This video game developer/publisher created Milford Heaven - Luken's Chronicles.</p> <hr /> <p><strong>Admin Note:</strong></p> <p>This is not the board game pu,
pub_23193,23193,CowoC Inc.,"<p>User Summary:</p> <p>4833 Holiday Drive<br /> Madison, WI 53711</p> <p>Marvin D. Woerpel</p>",
pub_15314,15314,Daigt,<p>Published game &quot;Tactil&quot;.</p>,
pub_9136,9136,Dohánytoys,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_59567,59567,Domino Brand Co,<p>Domino Brand Co</p>,
pub_588,588,Early Learning Centre,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_18522,18522,Elkloid Company,"<p>User Summary</p> <p>The Elkloid Company made things of Bakelite like Dominoes, Sunclocks and dice.</p> <p>The only adress on the games and sheets is Providence Rhode Island.</p>",
pub_21380,21380,Enoch Morgans Sons Co.,"<p>19th century manufacturer of household goods, in particular Sapolio Soap. They claimed it was the best &quot;Scouring Soap in the World&quot;.</p>",
pub_5631,5631,Esso,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_16800,16800,Excite Limited,"<p>Excite has published some domino games.<br /> <a rel=""nofollow"" href=""http://www.manta.com/c/mm6j6xk/excite-limited"" onclick=""window.open(this.href, '_blank'); return false;"">http://www.manta.com/c",
pub_218,218,Great American Puzzle Factory,<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_4662,4662,"Greenbrier International, Inc.","<p>Greenbrier International is the store brand of Dollar Tree, a US-based chain of stores that sells everything for $1. (In 2021, Dollar Tree began carrying some items with higher prices up to $5, but",
pub_44500,44500,Kids at Work,"<p>Kids at Work, publisher of Kikker domino.</p>",
pub_9189,9189,"Marion Co., Inc.",<span class='text-muted'>This page does not exist. You can edit this page to create it.</span>,
pub_28983,28983,"Giftco, Inc","<p>From back of game - <br /> Giftco, Inc<br /> Northbrook, Il 60062</p>",
pub_28533,28533,John Millman,"<p>UK based company, manufacture of traditional wooden toys and games (c.1980s).</p>",
pub_22994,22994,Screen Patch Co.,"<p>In game &quot;DROP TIT-TAT-TOE &quot; - &quot;MADE BY SCREEN PATCH CO./628 COMMERCIAL TRUST BLDG.,PHILA.2 ,PA.&quot;</p> From &quot;Dalton's Greater Philadelphia Industrial Directory&quot;, Dalton ",
pub_46032,46032,Terra Toys,<p>Terra-Toys' line of FSC-certified games and puzzles is teaching kids about endangered species and the work WWF is doing to help conserve their environments.</p>,
pub_29554,29554,"Five Below Merchandising, Inc.","<p>Profile from corporate website: &quot;Five Below, Inc. is the leading retailer of trend-right, extreme-value merchandise to the teen and pre-teen market - all for $1.00 to $5.00.</p> <p>Five Below'",
pub_28255,28255,POOF-Slinky,"<p>a publishing imprint of <a href=""/boardgamepublisher/10838/alex-toys"" >Alex Toys</a></p> <p>Based in <strong>Canton, Michigan</strong>.</p>",
